period,series_id,display_name,net_return,series_role
2025-12,F2R,F2R,0.024267381965874524,CORE_STRATEGY
2026-01,F2R,F2R,0.06745922795148496,CORE_STRATEGY
2026-02,F2R,F2R,0.008834524013307865,CORE_STRATEGY
2026-03,F2R,F2R,-0.08804818870189246,CORE_STRATEGY
2026-04,F2R,F2R,0.13811622155765302,CORE_STRATEGY
2026-05,F2R,F2R,0.08241348173635243,CORE_STRATEGY
2026-06,F2R,F2R,-0.031913977792727644,CORE_STRATEGY
2026-07,F2R,F2R,-0.0813899042759948,CORE_STRATEGY
2026-08,F2R,F2R,0.07164132906138332,CORE_STRATEGY
2017-05,SPY_AGG_60_40,60/40,0.011216227026623171,REFERENCE
2017-06,SPY_AGG_60_40,60/40,0.003751624489114036,REFERENCE
2017-07,SPY_AGG_60_40,60/40,0.013668705444003226,REFERENCE
2017-08,SPY_AGG_60_40,60/40,0.0055158645445594345,REFERENCE
2017-09,SPY_AGG_60_40,60/40,0.009803222893358887,REFERENCE
2017-10,SPY_AGG_60_40,60/40,0.01452997803127154,REFERENCE
2017-11,SPY_AGG_60_40,60/40,0.017746277471360594,REFERENCE
2017-12,SPY_AGG_60_40,60/40,0.009177515043016227,REFERENCE
2018-01,SPY_AGG_60_40,60/40,0.029315469522260607,REFERENCE
2018-02,SPY_AGG_60_40,60/40,-0.025851360977007132,REFERENCE
2018-03,SPY_AGG_60_40,60/40,-0.013761688823926366,REFERENCE
2018-04,SPY_AGG_60_40,60/40,-0.0006633526892996233,REFERENCE
2018-05,SPY_AGG_60_40,60/40,0.017233075489658356,REFERENCE
2018-06,SPY_AGG_60_40,60/40,0.0038610431294978653,REFERENCE
2018-07,SPY_AGG_60_40,60/40,0.022110780695320464,REFERENCE
2018-08,SPY_AGG_60_40,60/40,0.021424171598335207,REFERENCE
2018-09,SPY_AGG_60_40,60/40,0.0010882222328072455,REFERENCE
2018-10,SPY_AGG_60_40,60/40,-0.04403882758017508,REFERENCE
2018-11,SPY_AGG_60_40,60/40,0.014215790180005072,REFERENCE
2018-12,SPY_AGG_60_40,60/40,-0.04490439214362463,REFERENCE
2019-01,SPY_AGG_60_40,60/40,0.05168323492528937,REFERENCE
2019-02,SPY_AGG_60_40,60/40,0.018994317266077587,REFERENCE
2019-03,SPY_AGG_60_40,60/40,0.019350600612667357,REFERENCE
2019-04,SPY_AGG_60_40,60/40,0.023709827267634154,REFERENCE
2019-05,SPY_AGG_60_40,60/40,-0.03061937850361951,REFERENCE
2019-06,SPY_AGG_60_40,60/40,0.04614594024329599,REFERENCE
2019-07,SPY_AGG_60_40,60/40,0.009799221727612606,REFERENCE
